,index,id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList,Genre_1,Genre_2,Genre_3
47,47,tt0100899,https://m.media-amazon.com/images/M/MV5BODU1YmY1YjAtZWRiNi00YzQ1LWJmOGYtMmRiNzcwNTc3ZmUzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_Ratio0.6763_AL_.jpg,Waiting for the Light,1990,94 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,6,577,,"A former vaudevillian magician (MacLaine) moves her straight-laced niece (Garr) and her two mischievous children to a small town. When the two kids get in trouble with a neighbor for stealing vegetables from his garden, the aunt concocts an illusion of ghosts in revenge. Only trouble is the whole town believes it is real and soon the press is swarming the town and a major magic trick is required for everyone to save face.",,[],Comedy,,
48,48,tt0099622,https://m.media-amazon.com/images/M/MV5BMTQzMTc3NDQ0MF5BMl5BanBnXkFtZTcwNzM2MzUyMQ@@._V1_Ratio0.6763_AL_.jpg,Full Fathom Five,1990,82 mins,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",PG,3.2,163,,Adapted from the best-selling novel. Navy Captain Peter Mackenzie is sent on his toughest assignment when the Soviet nuclear submarine Kirov is stolen and the weapons are aimed at the United States.,,[],Action, Adventure, Drama
49,49,tt0100102,https://m.media-amazon.com/images/M/MV5BMjQ4NDU5OTc4NF5BMl5BanBnXkFtZTgwOTE0MDczMjI@._V1_Ratio0.6763_AL_.jpg,The Man Inside,1990,93 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,5.3,178,,"Gunter Wallraff is a journalist seeking to expose the unethical journalism practiced by The Standard, a very popular and powerful German newspaper. He goes undercover, using forged identity papers and at great personal risk, to join their staff. Once there, he sees how they don't just report the news, but manufacture it to suit the personal political agenda of the paper's leaders.",,[],Drama,,
50,50,tt0105109,https://m.media-amazon.com/images/M/MV5BZGQwYjBkOWItZGVmMy00NDBmLTk4ZjktZGFmNzA0ZDA0NDZjXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_Ratio0.6763_AL_.jpg,Pastime,1990,94 mins,"Drama, Sport","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Sport', 'value': 'Sport'}]",PG,6.7,413,,"Pastime is a story of an aging, white pitcher on a minor league baseball team who takes a young, talented, black pitcher under his wing in 1957.",,[],Drama, Sport,
51,51,tt0260871,https://m.media-amazon.com/images/M/MV5BZjk5OWU2NGUtNTU0MS00Y2QwLWE0MDMtMjViMTVjODYzNzYzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.6957_AL_.jpg,East Side Story,1990,90 mins,"Comedy, Musical","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Musical', 'value': 'Musical'}]",PG,6.6,34,,"An unlikely group of Bronx Latinos decide to join forces and form a hot new music group that takes them on a triumphant journey through nightclubs, studios, and parties right into the heart of the New York music scene.",,[],Comedy, Musical,
52,52,tt0099857,https://m.media-amazon.com/images/M/MV5BMjE2OTI2MDU0MF5BMl5BanBnXkFtZTcwNDM1MzcyMQ@@._V1_Ratio0.7053_AL_.jpg,Iron & Silk,1990,92 mins,"Comedy, Drama","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",PG,6.9,638,,"Mark Salzman always was interested in Kung-Fu and the Chinese culture, claims to have seen every Kung-Fu movie. 1982, with a degree in Chinese literature, he visits a province university in China for two years to teach Chinese teachers the English language. He learns the refinements of correct behavior among Chinese people, makes friends with his pupils, falls in love with the young doctor Ming, learns Wushu (similar Kung-Fu) from the famous teacher Pan... but also learns about political repression, especially when he's forbidden contact with some of his friends.",,[],Comedy, Drama,
53,53,tt0098959,https://m.media-amazon.com/images/M/MV5BMjE3NDUyMjEyNF5BMl5BanBnXkFtZTcwNjQwNjk5Mw@@._V1_Ratio0.7053_AL_.jpg,...Almost,1990,84 mins,"Drama, Fantasy, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Fantasy', 'value': 'Fantasy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5,170,,"Romantic comedy that mixes magical realism with traditional Australian urban-outback contrasts. The plot centers on a bored woman (the eponymous Wendy) who conjures up the perfect lover, Jake, while her husband is out on the road suffering comical mishaps.",,[],Drama, Fantasy, Romance
54,54,tt0100411,https://m.media-amazon.com/images/M/MV5BYzY4MWEwOTktZDIzNC00MTA3LWFlYWItMWViOTc2Mjk1ZjZhXkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_Ratio0.6763_AL_.jpg,Princes in Exile,1990,103 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,7.4,162,,"Diagnosed as having a brain tumor, seventeen-year-old Ryan is angrily resigned to the fact that he may not live to see another year. With time running out, he clings to two goals: publishing his journal and losing his virginity. But as Ryan finds fresh strength from his new friends' optimism and defiant refusal to surrender to cancer, his perspective changes.",,[],Drama,,
55,55,tt0139124,https://m.media-amazon.com/images/M/MV5BMTg5Mjc4ODQ2OV5BMl5BanBnXkFtZTcwNTM4MzgxMQ@@._V1_Ratio0.6763_AL_.jpg,The Color of Evening,1990,90 mins,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5.3,187,,An aging artist (Martin Landau) seeks his muse and a young lover in the form of a beautiful model.,,[],Drama, Romance,
56,56,tt0099092,https://m.media-amazon.com/images/M/MV5BYmRkMTQ5NzQtYzViMS00ZTNlLTlmM2ItMTg3OTQ0OGEwYzg3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.7150_AL_.jpg,Bad Jim,1990,90 mins,"Drama, Western","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Western', 'value': 'Western'}]",PG,4.1,242,,"A cowpoke buys Billy the Kid's horse and, upon riding it, becomes an incorrigible outlaw himself.",,[],Drama, Western,
57,57,tt0099428,https://m.media-amazon.com/images/M/MV5BMTczODAwMDM1MF5BMl5BanBnXkFtZTgwNTUyNTA1NTE@._V1_Ratio1.5072_AL_.jpg,Diggin' Up Business,1990,85 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,4.5,39,,"Tesia's vacation takes an unexpected turn as she uncovers discrepancies in the number of buried bodies registered by her Grandfather, while navigating a romantic entanglement with an older cowboy and her young best friend.",,[],Comedy,,
58,58,tt0100558,https://m.media-amazon.com/images/M/MV5BNTdlNjhiNTYtMzVhMS00NWFkLTg2ZTAtY2ZmYjkwMjg3MjlhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_Ratio0.6763_AL_.jpg,Schweitzer,1990,92 mins,"Action, Adventure, Biography","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Biography', 'value': 'Biography'}]",PG,7.1,81,,"The story of Dr. Albert Schweitzer, his adventurous life and trials in the jungles of Africa.",,[],Action, Adventure, Biography
59,59,tt0100812,https://m.media-amazon.com/images/M/MV5BMjJmZTU0YzktN2RhMy00OGM1LTljZGUtZmVjZjQ0N2JhYmYxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.6763_AL_.jpg,The Treasure,1990,87 mins,Adventure,"[{'key': 'Adventure', 'value': 'Adventure'}]",PG,4.7,119,,"During the 100th birthday celebration of Emerald Cove, 12-year-olds Dave, Freddy and Jonathan stumble upon clues that raise some puzzling questions about the strange disappearance of the lighthouse keeper 30 years ago.",,[],Adventure,,
60,60,tt0100284,https://m.media-amazon.com/images/M/MV5BOTE1ZjAyMTgtNDk5OS00N2RiLTg2NjktM2ZjYzVkZmEzNWQ3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.6763_AL_.jpg,Oddball Hall,1990,84 mins,"Comedy, Crime","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Crime', 'value': 'Crime'}]",PG,4,87,,"A gang of thieves has pulled a huge jewel heist, but has had to hide out in a tiny South African village posing as members of a fraternal order called The Oddballs. As they wait for their buyer to arrive and take the jewels off their hands, they receive word that the Grand Wizard of the Oddballs is planning to make an inspection visit that threatens to blow their cover. Adding to the confusion, the son of a bushman chieftain has arrived in town seeking a ""wizard"" who can restore water to his people, and of course he assumes that the Oddballs, dressed in the costumes of their order, are the wizards he wants.",,[],Comedy, Crime,
61,61,tt0100287,https://m.media-amazon.com/images/M/MV5BNjdjMzI2ZDUtMmEyNS00NGMwLWE0ZjEtY2ZjNjY0MTQwZjNhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.6763_AL_.jpg,Old Explorers,1990,100 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.2,48,,Two senior citizens while away the twilight of their lives recreating world explorations and adventures.,,[],Drama,,
62,62,tt2275669,https://m.media-amazon.com/images/M/MV5BZGI3MTVhYzMtMWIwZi00ZTM4LTllZjMtY2U1Y2FkZjJkYzZlXkEyXkFqcGdeQXVyMTU0NTQyMjk@._V1_Ratio0.7053_AL_.jpg,El Afareet,1990,,"Crime, Drama, Music","[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Music', 'value': 'Music'}]",G,5.9,133,,,,[],Crime, Drama, Music
63,63,tt0099845,https://m.media-amazon.com/images/M/MV5BY2Q4YjEwZTctNDgzNi00MzA0LThiYmYtOTQzMGE5MmFmZTIwXkEyXkFqcGdeQXVyNTkyMzkxODQ@._V1_Ratio0.7343_AL_.jpg,Innisfree,1990,110 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.2,166,,"Documentary in which the camera of Jose Luis Guerín returns, almost forty years later, to the same places where the mythical film of John Ford 'The quiet Man' was shot. The locality of Innisfree still keeps alive the memory of the filming among the survivors, full of historical references in the other inhabitants, as well as the particular way of seeing the life of the deep Ireland that Ford wanted to portray.",,[],Documentary,,
64,64,tt0095902,https://m.media-amazon.com/images/M/MV5BYjQ1N2Q0OGMtOGZhOS00ZDc2LTliOWMtOGU3Nzc4MTBkYTBhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_Ratio0.6763_AL_.jpg,Primo Baby,1990,107 mins,"Adventure, Drama, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,6.7,52,,"A tomboyish juvenile delinquent, Paschal Draney, is sent to live in a foster home run by a well-known horse breeder where he befriends a Thoroughbred seemingly crippled by a congenital eye defect.",,[],Adventure, Drama, Family
65,65,tt0099219,https://m.media-amazon.com/images/M/MV5BMWE5MjRhNjQtYjExMy00Y2VjLTk3NTMtZTg4OTRiNDhhMzhiXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_Ratio0.7150_AL_.jpg,A Captive in the Land,1990,96 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,5.2,73,,"On a flight through the arctic the crew of a RAF airplane realizes a crashed soviet plane on the ice. There seems to be one survivor, but landing is not possible at the moment. Finally someone decides to volunteer and gets out the airplane to stay with the Russian survivor until help comes. Both men wait for days, but no help is in sight. They are on their own. Two different worlds, two different cultures and two different men dash against each other and around them is only the cold.",,[],Drama,,
66,66,tt3109026,https://m.media-amazon.com/images/M/MV5BMzc5N2E4MWQtZjg5MS00MTFiLWJmOWYtOWRkZDJlYWQ4MTk5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.7536_AL_.jpg,Learning Curve,1990,90 mins,"Biography, Drama, Sport","[{'key': 'Biography', 'value': 'Biography'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Sport', 'value': 'Sport'}]",PG,6.5,11,,"Young Don Castro is having difficulty in school, has a strained relationship with his father, and can't understand why the girl next door only wants a serious relationship. The one place everything comes together for him is on the seat of a fast motorcycle. Unfortunately, that means borrowing other people's motorcycles for illegal street racing. Don's father gives him a motorcycle of his own to encourage him to excel academically, stop street racing, and challenge him to become a professional motorcycle racer. With that gift Don finally has the chance he needed, and the journey to fulfill his destiny begins. Based on a true story.",,[],Biography, Drama, Sport
67,67,tt0320090,https://m.media-amazon.com/images/M/MV5BN2FmNjIxOGUtODI4Mi00NmE2LWJlNGItODM4NzA5ZDgzMTkwXkEyXkFqcGdeQXVyNDI2ODQxMw@@._V1_Ratio0.7440_AL_.jpg,Un corazón para dos,1990,90 mins,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",G,4.9,18,,"Bernardo está secretamente enamorado de su amiga Valeria. Al enterarse que no le queda mucho tiempo de vida, decide donarle su corazón para demostrarle su amor, pues ella necesita un trasplante debido a una enfermedad.",,[],Drama, Romance,
68,68,tt0100915,https://m.media-amazon.com/images/M/MV5BNjVjN2UwZjUtNjhhYi00MGM0LThhMjEtMGM0N2FlZDI3YWM4XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_Ratio0.7053_AL_.jpg,What the Moon Saw,1990,97 mins,"Adventure, Family, Fantasy","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,6.6,59,,"Steven Wilsonis sent to Melbourne from the outback to spend his holidays with his Grandmother, an old time Tivoli showgirl/dancer. He becomes drawn into the world of the theatre, where the illusion is everything and grease-paint covers up reality. While watching a pantomime of Sinbad, Steven succumbs to the magic of the story and actually becomes the sailor on his greatest adventure ever.",,[],Adventure, Family, Fantasy
69,69,tt0278909,https://m.media-amazon.com/images/M/MV5BNDg3NTc0NTU2NV5BMl5BanBnXkFtZTgwODU1OTk1MDE@._V1_Ratio1.5072_AL_.jpg,Alka,1990,79 mins,"Action, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}]",Not Rated,0,0,,"In a desperate attempt to save his wife's life, Nestor Cerpa -- leader of the Peruvian Tupac Amaru Revolutionary Movement -- and his squad of commandos seized the Japanese ambassador's residence in Lima, holding dozens of foreign diplomats and businessmen hostage for 126 days.",,[],Action, Drama,
70,70,tt0102057,https://m.media-amazon.com/images/M/MV5BNjMxODllYTEtN2NmOS00NmE1LWFhMzUtOWRmZmQwZjgwOWM2XkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_Ratio0.6763_AL_.jpg,Hook,1991,142 mins,"Adventure, Comedy, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,6.8,270072,52,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",,[],Adventure, Comedy, Family
71,71,tt0101414,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,Beauty and the Beast,1991,84 mins,"Animation, Family, Fantasy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",G,8,475150,95,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,,[],Animation, Family, Fantasy
72,72,tt0102492,https://m.media-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_Ratio0.6860_AL_.jpg,My Girl,1991,102 mins,"Comedy, Drama, Family","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,6.9,87603,56,A young girl on the threshold of her teen years finds her life turning upside down when she is accompanied by an unlikely friend.,,[],Comedy, Drama, Family
73,73,tt0101862,https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6763_AL_.jpg,Father of the Bride,1991,105 mins,"Comedy, Family, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.5,82981,51,"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",,[],Comedy, Family, Romance
74,74,tt0102803,https://m.media-amazon.com/images/M/MV5BN2ZiMjkwNWYtZWRjNy00YTYxLWI1ZWYtODI0NTA5YTg4ZDIxXkEyXkFqcGdeQXVyNDA5ODIzMDk@._V1_Ratio0.6763_AL_.jpg,The Rocketeer,1991,108 mins,"Action, Adventure, Family","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,6.6,61139,58,A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,,[],Action, Adventure, Family
75,75,tt0102975,https://m.media-amazon.com/images/M/MV5BYzJiZDdmODQtMDM0Yi00ZTcwLWJjMjItM2QxOWJjZDdmYmQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,Star Trek VI: The Undiscovered Country,1991,110 mins,"Action, Adventure, Sci-Fi","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}]",PG,7.2,80128,65,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",,[],Action, Adventure, Sci-Fi
76,76,tt0102603,https://m.media-amazon.com/images/M/MV5BMjRhYjg3YWEtOTYzZS00ZWY5LWJkNmEtYWE0YmQ3NDY2OWZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,Oscar,1991,109 mins,"Comedy, Crime","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Crime', 'value': 'Crime'}]",PG,6.5,33911,47,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".",,[],Comedy, Crime,
77,77,tt0103241,https://m.media-amazon.com/images/M/MV5BZWNlZmQzZTMtNjk0OC00N2I0LWE2MDUtNTQzMDEyN2U3NDUzXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_Ratio0.6763_AL_.jpg,What About Bob?,1991,99 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,7,73795,60,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.",,[],Comedy,,
78,78,tt0103060,https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_Ratio0.6763_AL_.jpg,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88 mins,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG,6,60384,45,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",,[],Action, Adventure, Comedy
79,79,tt0103247,https://m.media-amazon.com/images/M/MV5BY2VjZTkxYzYtMTQwZC00YWU1LWFlNWUtMDlhYWExMmFiY2RmXkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_Ratio0.6860_AL_.jpg,White Fang,1991,107 mins,"Adventure, Drama, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,6.7,22165,62,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,,[],Adventure, Drama, Family
80,80,tt0101452,https://m.media-amazon.com/images/M/MV5BMjdlNTZhODktZGU4NS00N2JkLWJjZGMtNWNkNzA3YjkzYjRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_Ratio0.6763_AL_.jpg,Bill & Ted's Bogus Journey,1991,93 mins,"Adventure, Comedy, Fantasy","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,6.3,80368,61,A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.,,[],Adventure, Comedy, Fantasy
81,81,tt0102587,https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@._V1_Ratio0.6860_AL_.jpg,Only Yesterday,1991,119 mins,"Animation, Drama, Romance","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,7.6,36343,90,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,,[],Animation, Drama, Romance
82,82,tt0101698,https://m.media-amazon.com/images/M/MV5BNTE4M2NmOTgtMjVhOS00MTY3LWFmMjAtMWRhYmI1YzE3NWY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_Ratio0.6860_AL_.jpg,Defending Your Life,1991,112 mins,"Comedy, Drama, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,7.2,20749,63,"In an afterlife way-station resembling a major city, the lives of the recently deceased are examined in a court-like setting.",,[],Comedy, Drama, Fantasy
83,83,tt0101635,https://m.media-amazon.com/images/M/MV5BNmU0ZGRmYzItMmI5OS00OTc0LWEzNmItNzMwZmRmM2JiMDQxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_Ratio0.6763_AL_.jpg,Curly Sue,1991,101 mins,"Comedy, Drama, Family","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,5.9,23005,,"A homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her.",,[],Comedy, Drama, Family
84,84,tt0101329,https://m.media-amazon.com/images/M/MV5BZmUyOTE4YmItN2E0Zi00M2ViLWIxMTctMmZhMDRhMDZhOWZlXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_Ratio0.6763_AL_.jpg,An American Tail: Fievel Goes West,1991,75 mins,"Animation, Adventure, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",G,6.5,27956,,"Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",,[],Animation, Adventure, Family
85,85,tt0102802,https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_Ratio0.6763_AL_.jpg,Rock-A-Doodle,1991,77 mins,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",G,6,10374,,"In order to defeat the wicked Grand Duke of Owls, a young boy, transformed into a cat, teams up with a group of barnyard animals to find the rooster who can raise the sun.",,[],Animation, Adventure, Comedy
